"carat","cut","color","clarity","depth","table","x","y","z","target"
0.53,"Very Good","D","VVS1",61.2,55,5.21,5.26,3.21,"dewevo"
0.73,"Very Good","E","VS2",61.5,58,5.71,5.8,3.54,"dewevo"
0.9,"Good","G","SI1",64.2,58,6.01,6.04,3.87,"dewevo"
0.71,"Ideal","G","VVS2",61.7,57,5.72,5.74,3.53,"dewevo"
0.71,"Ideal","G","VVS2",61.3,56,5.75,5.77,3.53,"dewevo"
0.73,"Ideal","G","VS2",60.9,57,5.8,5.86,3.55,"dewevo"
0.9,"Very Good","I","SI1",62.3,56,6.12,6.18,3.83,"dewevo"
0.9,"Ideal","I","SI1",60.8,57,6.22,6.25,3.79,"dewevo"
0.73,"Premium","D","VS2",59.8,58,5.85,5.89,3.51,"dewevo"
0.81,"Very Good","F","SI1",62.2,56,5.97,5.99,3.72,"dewevo"
0.66,"Very Good","E","VVS1",61.8,55,5.6,5.66,3.48,"dewevo"
0.77,"Ideal","D","SI1",60.8,57,5.9,5.94,3.6,"dewevo"
0.7,"Ideal","E","VS1",62.2,58,5.67,5.71,3.54,"dewevo"
0.7,"Ideal","H","IF",61.3,59,5.69,5.72,3.5,"dewevo"
1.01,"Very Good","I","SI2",63.2,58,6.34,6.31,4,"dewevo"
0.31,"Ideal","D","SI1",62.2,54,4.36,4.39,2.72,"dewevo"
0.31,"Ideal","D","SI1",61.3,55,4.36,4.41,2.69,"dewevo"
0.26,"Very Good","H","VVS2",63.4,55,4.06,4.05,2.57,"dewevo"
0.26,"Premium","H","VVS2",59.8,61,4.18,4.15,2.49,"dewevo"
0.41,"Good","J","VS2",64,59,4.64,4.71,2.99,"dewevo"
0.31,"Ideal","G","VVS2",62.2,55,4.32,4.36,2.7,"dewevo"
0.3,"Good","G","VS1",63.4,55,4.26,4.32,2.72,"dewevo"
0.3,"Good","G","VS1",63.5,58,4.21,4.26,2.69,"dewevo"
0.3,"Good","F","VS2",63.4,59,4.23,4.25,2.69,"dewevo"
0.3,"Very Good","G","VS1",60.2,62,4.3,4.31,2.59,"dewevo"
0.3,"Good","G","VS1",63.3,56,4.28,4.31,2.72,"dewevo"
0.3,"Very Good","G","VS1",62,60,4.27,4.31,2.66,"dewevo"
0.3,"Ideal","F","VS2",62.4,57,4.29,4.33,2.69,"dewevo"
0.3,"Very Good","G","VS1",60.8,61,4.31,4.34,2.63,"dewevo"
0.27,"Very Good","G","VVS1",60.1,58,4.21,4.23,2.53,"dewevo"
0.27,"Very Good","G","VVS1",62.9,55,4.12,4.15,2.6,"dewevo"
0.27,"Very Good","G","VVS1",62.5,56,4.14,4.16,2.59,"dewevo"
0.27,"Very Good","G","VVS1",61,56,4.21,4.25,2.57,"dewevo"
0.27,"Very Good","G","VVS1",62.9,55,4.13,4.15,2.6,"dewevo"
0.27,"Very Good","G","IF",60.8,57,4.2,4.22,2.56,"dewevo"
0.27,"Ideal","G","VVS2",60.8,57,4.18,4.2,2.54,"dewevo"
0.38,"Ideal","G","SI2",62.8,57,4.58,4.59,2.88,"dewevo"
0.27,"Ideal","H","IF",61.6,56,4.18,4.21,2.58,"dewevo"
0.27,"Ideal","G","IF",61.6,57,4.18,4.21,2.58,"dewevo"
0.35,"Premium","H","SI2",61.6,58,4.54,4.49,2.78,"dewevo"
0.34,"Premium","F","SI1",59.3,60,4.52,4.58,2.7,"dewevo"
0.34,"Very Good","F","SI1",59.4,62,4.54,4.59,2.71,"dewevo"
0.34,"Very Good","F","SI1",63,54,4.48,4.5,2.83,"dewevo"
0.38,"Very Good","J","VS2",60.5,60,4.64,4.68,2.82,"dewevo"
0.34,"Premium","F","SI1",59.8,58,4.53,4.57,2.72,"dewevo"
0.7,"Good","F","VVS1",63.3,56,5.64,5.7,3.59,"dewevo"
0.73,"Ideal","E","VS2",61.5,56,5.79,5.82,3.57,"dewevo"
0.62,"Ideal","G","IF",61.8,56,5.45,5.48,3.38,"dewevo"
0.76,"Premium","H","VVS1",60.7,58,5.9,5.93,3.59,"dewevo"
0.73,"Ideal","E","VS1",62.3,56,5.8,5.75,3.6,"dewevo"
0.73,"Premium","E","VS1",61.2,58,5.83,5.77,3.55,"dewevo"
0.81,"Premium","G","VS1",62.1,58,5.96,5.92,3.69,"dewevo"
0.81,"Premium","F","SI1",61.6,58,5.96,5.92,3.66,"dewevo"
0.73,"Premium","E","VS1",60.9,61,5.81,5.79,3.53,"dewevo"
0.8,"Premium","D","SI1",62.7,59,5.89,5.85,3.68,"dewevo"
0.7,"Good","D","VVS2",63.6,57,5.61,5.58,3.56,"dewevo"
0.8,"Premium","D","SI1",61.7,58,5.96,5.93,3.67,"dewevo"
0.84,"Good","G","VS2",63.6,59,5.94,5.89,3.76,"dewevo"
0.9,"Premium","D","SI2",58.1,60,6.26,6.24,3.63,"dewevo"
0.96,"Good","J","VS2",63.9,58,6.27,6.21,3.99,"dewevo"
1.24,"Ideal","I","SI2",62.5,57,6.89,6.84,4.29,"dewevo"
0.9,"Premium","D","SI2",62.5,59,6.18,6.13,3.85,"dewevo"
0.74,"Premium","E","VS1",61.2,58,5.88,5.82,3.58,"dewevo"
0.7,"Good","D","VVS2",63.7,55,5.66,5.61,3.59,"dewevo"
0.9,"Premium","D","SI2",61,61,6.17,6.15,3.76,"dewevo"
1.24,"Ideal","J","SI1",62.3,57,6.86,6.81,4.26,"dewevo"
0.57,"Ideal","F","VVS1",61.3,56,5.37,5.4,3.3,"dewevo"
1.02,"Premium","H","SI2",58.3,59,6.61,6.57,3.84,"dewevo"
0.95,"Very Good","J","VS2",63.5,56,6.24,6.27,3.97,"dewevo"
0.81,"Very Good","H","VS1",62.2,57,5.91,5.94,3.69,"dewevo"
0.75,"Very Good","E","VS1",61.5,54,5.88,5.82,3.6,"dewevo"
0.83,"Ideal","I","SI1",61.9,57,5.96,6.02,3.71,"dewevo"
0.74,"Ideal","E","VS2",61.7,56,5.86,5.81,3.6,"dewevo"
0.84,"Good","G","VS1",63.6,57,5.98,5.93,3.79,"dewevo"
0.71,"Ideal","D","SI1",62.3,56,5.72,5.7,3.56,"dewevo"
0.93,"Premium","F","SI2",61.3,62,6.26,6.17,3.81,"dewevo"
0.77,"Very Good","E","VS1",62,56,5.88,5.92,3.66,"dewevo"
0.9,"Good","F","SI2",63.2,56,6.15,6.2,3.9,"dewevo"
0.9,"Good","F","SI2",63.2,58,6.09,6.12,3.86,"dewevo"
0.79,"Ideal","E","VS2",59.3,57,6.06,6.02,3.58,"dewevo"
0.92,"Premium","G","SI2",62.3,59,6.2,6.15,3.85,"dewevo"
0.73,"Ideal","D","VS2",61.8,54,5.89,5.92,3.65,"dewevo"
0.7,"Ideal","F","VS1",61.5,55,5.73,5.75,3.53,"dewevo"
1.02,"Ideal","G","I1",61.5,56,6.46,6.49,3.98,"dewevo"
0.52,"Ideal","D","VVS1",60.9,56,5.2,5.24,3.18,"dewevo"
0.71,"Ideal","D","VS2",62.1,56,5.71,5.75,3.56,"dewevo"
0.71,"Ideal","D","VS2",61.2,57,5.73,5.77,3.52,"dewevo"
0.77,"Ideal","F","SI1",61.5,55,5.88,5.92,3.63,"dewevo"
1.06,"Ideal","G","SI2",61,56,6.62,6.56,4.02,"dewevo"
0.83,"Very Good","F","SI1",61.9,58,5.97,6.01,3.71,"dewevo"
0.72,"Ideal","D","SI1",62.2,56,5.77,5.74,3.58,"dewevo"
0.86,"Premium","E","SI1",61.9,61,6.07,5.99,3.73,"dewevo"
0.69,"Very Good","G","VVS1",60.8,55,5.74,5.77,3.5,"dewevo"
0.71,"Very Good","F","VS2",63,54,5.7,5.72,3.6,"dewevo"
0.74,"Very Good","E","VS2",62.8,58,5.73,5.76,3.61,"dewevo"
0.53,"Ideal","E","VVS1",61.5,54,5.23,5.25,3.22,"dewevo"
0.81,"Fair","G","VVS2",64.8,56.2,5.82,5.98,3.82,"dewevo"
0.92,"Very Good","I","SI1",63.3,58,6.18,6.14,3.9,"dewevo"
0.92,"Ideal","I","SI1",61.8,57,6.27,6.25,3.87,"dewevo"
0.91,"Good","H","SI1",63.8,56,6.09,6.04,3.87,"dewevo"
0.92,"Fair","F","SI1",66,57,6.04,5.99,3.97,"dewevo"
0.81,"Good","D","SI1",64.1,54,5.92,5.96,3.81,"dewevo"
0.9,"Very Good","H","SI2",62,58,6.11,6.12,3.79,"dewevo"
0.79,"Ideal","H","VVS2",62,55.9,5.88,5.95,3.67,"dewevo"
0.7,"Ideal","H","VVS2",61.8,55,5.69,5.74,3.53,"dewevo"
0.7,"Ideal","H","VVS2",61,56,5.75,5.78,3.52,"dewevo"
0.7,"Ideal","H","VVS2",60.9,56,5.76,5.79,3.52,"dewevo"
0.78,"Ideal","G","VS2",62.6,57,5.87,5.91,3.69,"dewevo"
0.96,"Ideal","J","VS2",61.5,57,6.32,6.36,3.9,"dewevo"
0.9,"Premium","H","SI2",62.1,59,6.13,6.04,3.78,"dewevo"
0.78,"Ideal","D","SI1",61.2,58,5.92,5.95,3.63,"dewevo"
0.9,"Fair","F","SI1",65.3,61,6,5.95,3.9,"dewevo"
0.9,"Premium","H","SI2",59.2,60,6.3,6.24,3.71,"dewevo"
0.72,"Ideal","G","VVS1",61.7,55,5.8,5.77,3.57,"dewevo"
0.9,"Premium","G","SI1",60.1,59,6.25,6.2,3.74,"dewevo"
0.9,"Premium","G","SI2",59.5,61,6.33,6.28,3.75,"dewevo"
0.73,"Ideal","E","VS1",62.8,57,5.75,5.78,3.62,"dewevo"
0.79,"Ideal","D","SI1",61.3,54,5.96,6.01,3.67,"dewevo"
0.73,"Ideal","E","VS2",62.2,56,5.76,5.78,3.59,"dewevo"
0.74,"Very Good","G","VVS1",63.2,56,5.74,5.72,3.62,"dewevo"
0.82,"Ideal","E","SI2",60.9,56,6.06,6.12,3.71,"dewevo"
0.88,"Ideal","I","SI1",61.7,56,6.14,6.18,3.8,"dewevo"
1.27,"Ideal","I","I1",62.3,56,6.91,6.86,4.29,"dewevo"
0.88,"Ideal","E","SI2",62.2,57,6.08,6.2,3.82,"dewevo"
0.72,"Ideal","F","VS1",62.5,54,5.73,5.76,3.59,"dewevo"
0.7,"Ideal","E","SI1",61.9,56,5.7,5.73,3.54,"dewevo"
0.7,"Ideal","E","SI1",61.1,56,5.75,5.78,3.52,"dewevo"
0.7,"Ideal","E","SI1",61.6,56,5.7,5.72,3.52,"dewevo"
0.71,"Very Good","F","VVS2",63.6,56,5.65,5.7,3.61,"dewevo"
0.71,"Very Good","D","VS1",64.1,57,5.64,5.66,3.62,"dewevo"
0.71,"Ideal","G","VVS1",61.4,59,5.7,5.76,3.52,"dewevo"
0.77,"Ideal","H","VS2",60.9,56,5.89,5.94,3.61,"dewevo"
0.71,"Ideal","E","VS1",61.8,55,5.72,5.77,3.55,"dewevo"
0.9,"Fair","E","SI1",65,61,6.05,6.02,3.92,"dewevo"
0.9,"Good","E","SI1",63.8,61,6.08,6.05,3.87,"dewevo"
0.92,"Ideal","J","VS1",62.4,56,6.23,6.19,3.88,"dewevo"
0.98,"Fair","G","SI2",66.6,56,6.12,6.02,4.04,"dewevo"
0.6,"Very Good","F","VVS1",61.2,58,5.42,5.46,3.33,"dewevo"
0.71,"Very Good","D","VS1",62.5,58,5.68,5.71,3.56,"dewevo"
0.93,"Premium","F","SI2",60,60,6.36,6.31,3.8,"dewevo"
0.9,"Very Good","I","VS2",58.4,62,6.29,6.35,3.69,"dewevo"
0.9,"Very Good","I","VS2",58.4,62,6.29,6.35,3.69,"dewevo"
0.78,"Very Good","E","VS2",61.7,58,5.9,5.93,3.65,"dewevo"
0.78,"Ideal","E","VS2",62,55,5.89,5.95,3.67,"dewevo"
0.72,"Ideal","H","VVS2",61.6,56,5.75,5.77,3.55,"dewevo"
0.95,"Very Good","H","SI2",59,59,6.38,6.51,3.77,"dewevo"
0.92,"Good","D","SI2",57.8,63,6.36,6.4,3.69,"dewevo"
0.7,"Ideal","D","VS1",62,57,5.69,5.76,3.55,"dewevo"
0.94,"Premium","H","SI2",61.9,57,6.29,6.21,3.87,"dewevo"
0.64,"Ideal","F","VVS2",61,56,5.55,5.59,3.4,"dewevo"
0.61,"Ideal","D","VVS2",60.1,57,5.53,5.58,3.34,"dewevo"
0.75,"Ideal","F","SI1",61.5,55,5.88,5.9,3.62,"dewevo"
0.75,"Ideal","F","SI1",61.8,56,5.84,5.87,3.62,"dewevo"
1.01,"Premium","I","SI1",62.7,58,6.4,6.33,3.99,"dewevo"
0.61,"Very Good","E","IF",61.7,58,5.39,5.47,3.35,"dewevo"
0.99,"Fair","I","SI1",60.7,66,6.42,6.34,3.87,"dewevo"
1.01,"Premium","D","SI2",58.9,59,6.54,6.49,3.84,"dewevo"
0.72,"Very Good","F","VVS2",63.4,56,5.68,5.71,3.61,"dewevo"
0.9,"Very Good","I","VS2",62,63,6.13,6.03,3.77,"dewevo"
0.9,"Premium","I","VS2",61.2,62,6.19,6.13,3.77,"dewevo"
0.81,"Ideal","E","SI1",61.3,57,6.08,6.03,3.71,"dewevo"
0.9,"Ideal","G","SI2",62.5,55,6.21,6.15,3.86,"dewevo"
0.71,"Very Good","E","VVS2",63.4,58,5.64,5.69,3.59,"dewevo"
0.91,"Good","G","SI2",63.6,59,6.11,6.15,3.9,"dewevo"
0.91,"Very Good","I","VS2",63,58,6.07,6.15,3.85,"dewevo"
0.91,"Good","G","SI2",63.2,61,6.01,6.27,3.88,"dewevo"
0.92,"Good","F","SI2",64.2,58,6.11,6.14,3.93,"dewevo"
0.91,"Good","G","SI2",63.3,57,6.08,6.12,3.86,"dewevo"
0.74,"Ideal","F","VS1",62,54.8,5.81,5.83,3.61,"dewevo"
1.02,"Good","I","SI2",57.1,62,6.66,6.58,3.78,"dewevo"
0.73,"Ideal","F","VVS1",61.9,56,5.83,5.76,3.59,"dewevo"
0.71,"Ideal","E","VS2",61.1,56,5.77,5.79,3.53,"dewevo"
0.73,"Ideal","G","VS1",62,55,5.74,5.79,3.58,"dewevo"
0.73,"Ideal","G","VS1",60.8,58,5.81,5.87,3.55,"dewevo"
0.9,"Very Good","E","SI2",63.4,60,6.07,6.02,3.83,"dewevo"
0.9,"Fair","E","SI2",64.5,57,6.13,6.09,3.94,"dewevo"
0.78,"Premium","F","VS1",60.6,57,6,5.95,3.62,"dewevo"
0.78,"Ideal","G","VS2",61.1,56,5.89,5.96,3.62,"dewevo"
0.77,"Premium","F","VS1",62.1,60,5.82,5.77,3.6,"dewevo"
0.57,"Ideal","F","VVS1",61.3,56,5.4,5.37,3.3,"dewevo"
0.71,"Very Good","E","VS2",62.5,58,5.69,5.73,3.57,"dewevo"
1,"Premium","F","I1",62.4,59,6.34,6.38,3.97,"dewevo"
0.91,"Good","G","SI1",64.3,60,6.04,6.12,3.91,"dewevo"
0.72,"Ideal","G","VS2",61.7,55,5.72,5.79,3.55,"dewevo"
0.92,"Very Good","I","SI1",63.7,58,6.12,6.18,3.92,"dewevo"
0.7,"Ideal","E","VS1",62.3,54,5.67,5.71,3.54,"dewevo"
0.78,"Ideal","E","SI1",61.6,56,5.94,6,3.68,"dewevo"
0.77,"Ideal","D","SI1",62.5,56,5.86,5.91,3.68,"dewevo"
0.97,"Premium","H","SI2",58.8,58,6.44,6.41,3.78,"dewevo"
0.53,"Ideal","D","VVS2",61.6,56,5.21,5.24,3.22,"dewevo"
0.73,"Ideal","D","VS2",61.5,57,5.81,5.83,3.58,"dewevo"
0.71,"Ideal","E","VS1",62.3,56,5.69,5.74,3.56,"dewevo"
0.91,"Premium","F","SI2",63,59,6.17,6.12,3.87,"dewevo"
0.91,"Premium","F","SI2",62.9,57,6.16,6.11,3.86,"dewevo"
0.71,"Premium","F","VVS1",58.1,58,5.92,5.88,3.43,"dewevo"
0.83,"Premium","D","SI1",62.2,60,6.01,5.98,3.73,"dewevo"
0.7,"Premium","F","VVS1",61.8,60,5.67,5.63,3.49,"dewevo"
0.7,"Ideal","F","VVS1",62.2,55,5.69,5.66,3.53,"dewevo"
0.9,"Good","H","SI2",61.3,61,6.11,6.16,3.76,"dewevo"
1,"Fair","I","SI2",65.8,58,6.23,6.27,4.11,"dewevo"
1.01,"Premium","G","I1",59.4,61,6.51,6.45,3.85,"dewevo"
1.01,"Good","I","SI2",64.1,58,6.26,6.31,4.03,"dewevo"
0.91,"Good","D","SI2",64.1,62,6.06,6.01,3.87,"dewevo"
0.71,"Premium","H","IF",62.9,60,5.74,5.67,3.59,"dewevo"
0.77,"Very Good","F","VS1",62.8,58,5.79,5.86,3.66,"dewevo"
0.9,"Very Good","G","SI2",63.5,57,6.09,6.13,3.88,"dewevo"
0.9,"Good","G","SI2",58.5,61,6.28,6.33,3.69,"dewevo"
0.77,"Very Good","D","VS2",63,58,5.81,5.85,3.67,"dewevo"
0.94,"Very Good","G","SI2",62.3,59,6.2,6.26,3.88,"dewevo"
0.63,"Ideal","F","VVS2",61.2,56,5.53,5.55,3.39,"dewevo"
0.76,"Ideal","D","VS2",60.2,56,5.92,5.95,3.57,"dewevo"
0.72,"Ideal","G","VVS2",61.3,56,5.76,5.8,3.54,"dewevo"
0.72,"Ideal","G","VVS2",62,55,5.72,5.76,3.56,"dewevo"
0.72,"Ideal","G","VVS2",61.2,57,5.76,5.77,3.53,"dewevo"
0.53,"Ideal","E","VVS1",61.5,54,5.25,5.23,3.22,"dewevo"
1.05,"Premium","H","SI2",62.8,56,6.54,6.47,4.08,"dewevo"
1.05,"Premium","H","SI2",61.7,59,6.59,6.53,4.05,"dewevo"
0.74,"Premium","D","VS2",59.3,60,5.89,5.91,3.5,"dewevo"
0.73,"Very Good","E","VS1",62.1,60,5.71,5.79,3.57,"dewevo"
0.9,"Very Good","G","SI2",63.1,59,6.11,6.16,3.87,"dewevo"
0.76,"Ideal","D","VS1",61.1,54,5.86,5.89,3.59,"dewevo"
0.9,"Good","I","VS2",58.5,66,6.23,6.25,3.65,"dewevo"
0.9,"Good","G","SI2",61.3,60,6.13,6.2,3.78,"dewevo"
0.94,"Fair","H","SI2",66,50.1,6.13,6.17,4.06,"dewevo"
0.81,"Ideal","D","SI1",61.9,57,6.01,5.97,3.71,"dewevo"
0.71,"Very Good","F","VVS2",62.1,60,5.69,5.72,3.54,"dewevo"
1.07,"Good","F","I1",64.3,59,6.37,6.42,4.11,"dewevo"
0.7,"Ideal","G","VVS1",61.9,58,5.67,5.74,3.53,"dewevo"
0.71,"Ideal","E","VS1",62.4,57,5.67,5.71,3.55,"dewevo"
0.71,"Ideal","H","IF",63,57,5.68,5.72,3.59,"dewevo"
0.81,"Ideal","I","VS2",61.4,55,6.03,6.06,3.71,"dewevo"
0.96,"Premium","G","SI1",62,57,6.34,6.31,3.92,"dewevo"
1.28,"Ideal","H","I1",61.9,56,6.95,6.91,4.29,"dewevo"
0.8,"Premium","E","SI1",61.5,58,5.93,5.97,3.66,"dewevo"
0.89,"Very Good","F","SI2",60.2,60,6.18,6.21,3.73,"dewevo"
0.77,"Premium","F","VS1",62.7,58,5.82,5.88,3.67,"dewevo"
0.77,"Ideal","F","VS1",62.5,57,5.88,5.9,3.68,"dewevo"
0.8,"Ideal","I","IF",62.4,58,5.9,5.96,3.7,"dewevo"
0.9,"Good","H","SI1",63.8,58,6.05,6.12,3.88,"dewevo"
0.82,"Ideal","D","SI2",62.1,57,6.04,6,3.74,"dewevo"
0.91,"Good","D","SI1",64,59,6.13,6.02,3.89,"dewevo"
0.74,"Premium","E","VS1",62.8,59,5.76,5.68,3.59,"dewevo"
0.74,"Very Good","E","VS1",63.4,55,5.78,5.76,3.66,"dewevo"
0.9,"Very Good","J","VS1",60.4,58,6.22,6.27,3.77,"dewevo"
0.7,"Very Good","E","VS1",60.7,57,5.72,5.75,3.48,"dewevo"
0.93,"Fair","G","SI1",64.4,57,6.14,6.09,3.94,"dewevo"
0.7,"Ideal","F","VS1",60.3,57,5.74,5.79,3.47,"dewevo"
1.02,"Very Good","J","SI2",63.1,58,6.38,6.34,4.01,"dewevo"
0.93,"Ideal","I","SI1",61.9,57,6.23,6.21,3.85,"dewevo"
0.78,"Premium","E","VS1",60.9,57,5.94,5.88,3.59,"dewevo"
0.7,"Ideal","D","VS2",61.4,55,5.71,5.75,3.52,"dewevo"
0.71,"Ideal","E","SI1",61.9,55,5.74,5.77,3.56,"dewevo"
0.71,"Ideal","E","SI1",60.8,57,5.8,5.84,3.54,"dewevo"
1.01,"Premium","I","SI2",61.5,62,6.41,6.37,3.93,"dewevo"
1,"Premium","H","SI2",59.4,60,6.55,6.49,3.87,"dewevo"
1,"Good","I","SI1",64.3,57,6.29,6.25,4.03,"dewevo"
1,"Very Good","I","SI2",58.3,63,6.53,6.5,3.8,"dewevo"
1,"Ideal","E","I1",63,57,6.35,6.32,3.99,"dewevo"
1,"Premium","H","SI2",59.8,61,6.24,6.17,3.71,"dewevo"
1,"Premium","I","SI1",62.2,62,6.39,6.33,3.96,"dewevo"
0.51,"Premium","F","SI1",62.7,62,5.09,4.96,3.15,"dewevo"
1,"Very Good","I","SI1",59.3,63,6.52,6.47,3.85,"dewevo"
0.7,"Ideal","D","VS1",62.5,57,5.65,5.68,3.54,"dewevo"
0.82,"Ideal","F","SI1",62.1,56,6.04,6,3.74,"dewevo"
0.78,"Ideal","F","SI1",61.3,56,5.92,6,3.64,"dewevo"
0.8,"Ideal","E","SI1",61.5,58,5.96,6,3.68,"dewevo"
0.91,"Premium","G","SI2",61.3,60,6.2,6.17,3.79,"dewevo"
0.76,"Ideal","H","VVS1",62.1,56,5.81,5.89,3.63,"dewevo"
0.63,"Ideal","G","IF",61.9,56,5.5,5.52,3.41,"dewevo"
0.82,"Good","F","VS2",60.9,62.2,5.97,6.04,3.66,"dewevo"
0.91,"Ideal","H","SI2",60.3,57,6.31,6.27,3.79,"dewevo"
0.91,"Premium","H","SI2",62.7,58,6.17,6.14,3.86,"dewevo"
0.91,"Good","F","SI1",64,57,6.17,6.08,3.92,"dewevo"
0.91,"Premium","H","SI2",62.9,59,6.15,6.12,3.86,"dewevo"
0.82,"Ideal","H","VS1",61.5,56,6,6.04,3.7,"dewevo"
0.7,"Premium","D","VS1",62.5,59,5.69,5.64,3.54,"dewevo"
0.75,"Very Good","E","VS2",62.3,56,5.79,5.84,3.62,"dewevo"
0.95,"Very Good","J","VS1",62.4,57,6.25,6.29,3.91,"dewevo"
0.83,"Very Good","E","SI1",63.5,58,5.93,5.98,3.78,"dewevo"
0.8,"Good","E","VS2",63.3,59,5.82,5.87,3.7,"dewevo"
0.74,"Premium","D","VS1",62.7,56,5.8,5.77,3.63,"dewevo"
0.71,"Very Good","D","VS2",61.9,59,5.68,5.72,3.53,"dewevo"
1.13,"Ideal","F","I1",61.2,56,6.76,6.71,4.12,"dewevo"
0.76,"Very Good","H","IF",62.6,57,5.8,5.83,3.64,"dewevo"
0.9,"Very Good","F","SI2",62.4,57,6.11,6.16,3.83,"dewevo"
0.9,"Very Good","F","SI2",63,56,6.09,6.16,3.86,"dewevo"
0.9,"Very Good","F","SI2",62.6,56,6.13,6.17,3.85,"dewevo"
0.8,"Premium","F","VS2",62,61,5.99,5.91,3.69,"dewevo"
0.69,"Good","D","VVS2",61.5,61,5.61,5.65,3.46,"dewevo"
0.8,"Very Good","F","VS2",63.2,55,5.9,5.88,3.72,"dewevo"
0.8,"Ideal","F","VS2",62.7,54,5.95,5.91,3.72,"dewevo"
0.73,"Premium","E","VS1",61.2,58,5.77,5.83,3.55,"dewevo"
0.73,"Ideal","E","VS1",62.3,56,5.75,5.8,3.6,"dewevo"
0.73,"Very Good","E","VS1",60.9,61,5.79,5.81,3.53,"dewevo"
0.84,"Good","G","VS2",63.6,59,5.89,5.94,3.76,"dewevo"
0.7,"Ideal","E","VS2",61.1,56,5.76,5.81,3.53,"dewevo"
0.9,"Very Good","D","SI2",58.1,60,6.24,6.26,3.63,"dewevo"
0.9,"Very Good","D","SI2",61,61,6.15,6.17,3.76,"dewevo"
0.71,"Ideal","H","VVS2",61.7,57,5.68,5.73,3.53,"dewevo"
0.71,"Ideal","H","VVS2",61.9,56,5.72,5.76,3.55,"dewevo"
0.9,"Premium","H","SI2",58.3,60,6.34,6.31,3.69,"dewevo"
0.86,"Premium","F","SI1",62.6,58,6.01,6.06,3.78,"dewevo"
0.87,"Ideal","H","VS2",62.3,57,6.08,6.12,3.8,"dewevo"
0.76,"Ideal","G","VS1",61.6,56,5.82,5.87,3.6,"dewevo"
0.71,"Ideal","D","VS2",62.4,56,5.74,5.7,3.57,"dewevo"
0.82,"Very Good","E","SI1",62,60,5.96,6,3.71,"dewevo"
0.52,"Ideal","D","VVS1",62.1,54,5.15,5.18,3.21,"dewevo"
0.81,"Ideal","E","SI1",61.5,56,6.01,6.03,3.7,"dewevo"
0.72,"Very Good","E","VVS2",59.3,60,5.87,5.83,3.47,"dewevo"
0.74,"Ideal","E","VS2",61.7,56,5.81,5.86,3.6,"dewevo"
0.7,"Very Good","D","VS1",62.8,58,5.65,5.68,3.56,"dewevo"
0.72,"Very Good","D","VS1",64.1,57,5.68,5.71,3.65,"dewevo"
0.9,"Fair","H","VS2",65.6,55,6.01,5.97,3.93,"dewevo"
1.23,"Premium","F","I1",60.8,59,6.96,6.91,4.22,"dewevo"
0.71,"Very Good","E","VVS2",61.7,60,5.7,5.74,3.53,"dewevo"
0.93,"Good","F","SI2",61.3,62,6.17,6.26,3.81,"dewevo"
0.91,"Premium","I","VS2",62.4,61,6.18,6.16,3.85,"dewevo"
0.7,"Ideal","E","VS2",61,56,5.76,5.79,3.52,"dewevo"
0.71,"Ideal","E","SI1",61.7,55,5.73,5.77,3.55,"dewevo"
0.91,"Premium","G","SI2",60.4,61,6.28,6.21,3.77,"dewevo"
1.01,"Ideal","F","I1",62.2,54,6.42,6.44,4,"dewevo"
0.79,"Ideal","E","VS2",59.3,57,6.02,6.06,3.58,"dewevo"
0.92,"Premium","G","SI2",62.3,59,6.15,6.2,3.85,"dewevo"
0.9,"Premium","G","SI2",58.3,60,6.39,6.33,3.71,"dewevo"
0.7,"Premium","E","VVS2",60.6,60,5.74,5.72,3.47,"dewevo"
0.9,"Premium","H","SI1",62,55,6.21,6.17,3.84,"dewevo"
0.9,"Premium","I","SI1",63,60,6.08,5.99,3.8,"dewevo"
0.5,"Good","D","IF",63.2,59,4.99,5.04,3.17,"dewevo"
0.5,"Very Good","D","IF",62.9,59,4.99,5.09,3.17,"dewevo"
1.03,"Premium","J","SI2",62,58,6.47,6.52,4.03,"dewevo"
0.73,"Ideal","H","IF",61.6,55,5.8,5.82,3.58,"dewevo"
0.62,"Ideal","G","IF",60.3,57,5.54,5.61,3.35,"dewevo"
0.95,"Very Good","I","SI1",63.5,58,6.19,6.16,3.92,"dewevo"
0.91,"Very Good","E","SI2",63.4,58,6.15,6.09,3.88,"dewevo"
0.91,"Premium","E","SI2",58.5,60,6.34,6.31,3.7,"dewevo"
0.91,"Premium","E","SI2",60,60,6.28,6.23,3.75,"dewevo"
0.82,"Ideal","E","SI1",62.1,54,5.98,6.03,3.73,"dewevo"
0.7,"Good","G","VVS1",58.5,62,5.8,5.82,3.4,"dewevo"
0.71,"Ideal","E","VS1",62,57,5.72,5.66,3.53,"dewevo"
0.71,"Premium","E","VVS2",59,59,5.88,5.82,3.45,"dewevo"
0.8,"Very Good","G","VS1",63.5,57,5.87,5.91,3.74,"dewevo"
0.71,"Ideal","E","VS2",61.6,56,5.71,5.75,3.53,"dewevo"
0.92,"Good","I","SI1",63.3,58,6.14,6.18,3.9,"dewevo"
0.91,"Very Good","H","SI2",63.4,57,6.1,6.18,3.89,"dewevo"
0.6,"Ideal","D","VVS2",61.9,55,5.41,5.45,3.36,"dewevo"
0.3,"Very Good","I","SI1",61.2,58,4.28,4.31,2.63,"dewevo"
